epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
143,4178.46,0.05581,0.06475,0.74157,0.97261,0.97453,0.99212,0.98434,0.10227,0.13701,0.75032,0.002971,0.002971,0.002971
144,4209.71,0.05516,0.06466,0.74157,0.97306,0.97456,0.99198,0.98477,0.10108,0.13581,0.75021,0.0029215,0.0029215,0.0029215
145,4240.98,0.05347,0.06592,0.74116,0.97608,0.97216,0.99198,0.98331,0.10494,0.13187,0.75054,0.002872,0.002872,0.002872
146,4274.07,0.05608,0.06607,0.7409,0.97874,0.97287,0.99162,0.98273,0.10522,0.12578,0.75013,0.0028225,0.0028225,0.0028225
147,4310.3,0.05705,0.0675,0.74043,0.98083,0.96966,0.99273,0.98362,0.10337,0.1273,0.75031,0.002773,0.002773,0.002773
148,4339.93,0.05499,0.06538,0.74154,0.97993,0.96948,0.99188,0.98345,0.10257,0.12493,0.75037,0.0027235,0.0027235,0.0027235
149,4368.87,0.053,0.06455,0.74068,0.97642,0.96892,0.99162,0.98279,0.10286,0.12802,0.75076,0.002674,0.002674,0.002674
150,4398.25,0.05287,0.06365,0.74165,0.97821,0.97118,0.99162,0.98415,0.10312,0.12244,0.75053,0.0026245,0.0026245,0.0026245
151,4427.29,0.05137,0.06235,0.74066,0.97501,0.98098,0.99267,0.98504,0.10199,0.11935,0.75041,0.002575,0.002575,0.002575
152,4456.45,0.05069,0.06139,0.7411,0.9769,0.97678,0.99284,0.98505,0.10173,0.12402,0.75045,0.0025255,0.0025255,0.0025255
153,4485.29,0.05028,0.06086,0.74088,0.97795,0.97788,0.99344,0.9852,0.10015,0.12532,0.75037,0.002476,0.002476,0.002476
154,4514.42,0.0474,0.05952,0.73975,0.98311,0.97417,0.99313,0.98436,0.09948,0.12222,0.74992,0.0024265,0.0024265,0.0024265
155,4543.3,0.05026,0.06143,0.74081,0.98442,0.97174,0.99341,0.98432,0.10191,0.12573,0.75032,0.002377,0.002377,0.002377
156,4571.95,0.04776,0.05978,0.74021,0.98427,0.97483,0.993,0.98453,0.1001,0.12218,0.75003,0.0023275,0.0023275,0.0023275
157,4601.02,0.04699,0.05799,0.73921,0.98021,0.97085,0.99251,0.98395,0.10073,0.12613,0.75016,0.002278,0.002278,0.002278
158,4632.02,0.04883,0.0592,0.74023,0.98014,0.9731,0.99321,0.98396,0.09932,0.12343,0.75009,0.0022285,0.0022285,0.0022285
159,4660.93,0.04867,0.05871,0.74057,0.98329,0.97009,0.9934,0.98496,0.09907,0.12267,0.75001,0.002179,0.002179,0.002179
160,4689.43,0.04579,0.05704,0.74018,0.982,0.9699,0.99253,0.98472,0.09921,0.1246,0.75027,0.0021295,0.0021295,0.0021295
161,4722.55,0.04465,0.05672,0.74026,0.98419,0.96998,0.99242,0.98383,0.09898,0.12264,0.7499,0.00208,0.00208,0.00208
162,4757.39,0.04544,0.05614,0.74118,0.98342,0.97048,0.99234,0.9834,0.09856,0.12371,0.74981,0.0020305,0.0020305,0.0020305
163,4787.85,0.04546,0.05681,0.74033,0.98655,0.97514,0.99364,0.98475,0.09684,0.11953,0.74988,0.001981,0.001981,0.001981
164,4817.82,0.04405,0.05555,0.74016,0.98584,0.97351,0.99353,0.98498,0.09676,0.11887,0.74965,0.0019315,0.0019315,0.0019315
165,4846.92,0.04434,0.05566,0.73985,0.98363,0.97269,0.99246,0.98413,0.09711,0.12226,0.74971,0.001882,0.001882,0.001882
166,4876.13,0.04408,0.05543,0.74089,0.98115,0.97453,0.99337,0.98458,0.09785,0.12016,0.74981,0.0018325,0.0018325,0.0018325
167,4904.74,0.04312,0.05503,0.73922,0.98056,0.97828,0.99363,0.9856,0.09745,0.11652,0.74976,0.001783,0.001783,0.001783
168,4934.68,0.04427,0.05531,0.73967,0.98711,0.9747,0.99341,0.98546,0.09733,0.11761,0.74957,0.0017335,0.0017335,0.0017335
169,4963.43,0.04203,0.05468,0.74031,0.98616,0.97216,0.99232,0.9846,0.09586,0.11891,0.74951,0.001684,0.001684,0.001684
170,4991.79,0.0413,0.0541,0.73892,0.98754,0.97127,0.99254,0.98501,0.09577,0.11806,0.74978,0.0016345,0.0016345,0.0016345
171,5019.97,0.04116,0.05357,0.74053,0.98498,0.9714,0.99232,0.98534,0.09509,0.12077,0.74933,0.001585,0.001585,0.001585
172,5048.31,0.04031,0.05255,0.74117,0.98456,0.9705,0.99244,0.98551,0.09438,0.12128,0.74932,0.0015355,0.0015355,0.0015355
173,5076.38,0.04009,0.05202,0.74052,0.98543,0.97314,0.99238,0.98432,0.09527,0.11695,0.74953,0.001486,0.001486,0.001486
174,5104.68,0.04021,0.0525,0.73986,0.98596,0.97333,0.99216,0.98486,0.09497,0.11451,0.74923,0.0014365,0.0014365,0.0014365
175,5134.7,0.03769,0.05024,0.73956,0.98464,0.9747,0.9924,0.98573,0.09503,0.11549,0.74948,0.001387,0.001387,0.001387
176,5165.97,0.03854,0.05035,0.73999,0.98497,0.97295,0.99229,0.985,0.09326,0.11589,0.74929,0.0013375,0.0013375,0.0013375
177,5196.26,0.03727,0.0488,0.73975,0.98269,0.97484,0.99239,0.98471,0.09372,0.11879,0.74942,0.001288,0.001288,0.001288
178,5224.33,0.03805,0.0502,0.7399,0.98269,0.97476,0.99255,0.98524,0.09356,0.11631,0.74935,0.0012385,0.0012385,0.0012385
179,5252.18,0.03676,0.04933,0.73956,0.98388,0.9714,0.99233,0.98549,0.09426,0.11871,0.74945,0.001189,0.001189,0.001189
180,5280.3,0.0355,0.04818,0.73965,0.98482,0.97005,0.99229,0.98514,0.09334,0.12048,0.74951,0.0011395,0.0011395,0.0011395
181,5308.26,0.03548,0.0481,0.7401,0.98658,0.96895,0.99218,0.98465,0.09297,0.11677,0.74925,0.00109,0.00109,0.00109
182,5336.14,0.03515,0.04792,0.73893,0.98392,0.97135,0.99267,0.985,0.09277,0.11696,0.74925,0.0010405,0.0010405,0.0010405
183,5364.03,0.03429,0.04721,0.73882,0.98503,0.97074,0.99247,0.98489,0.09285,0.1169,0.7491,0.000991,0.000991,0.000991
